caption_id,app_id,screenshot,caption
com.earlystart.android.aispeak_screenshot_1,com.earlystart.android.aispeak,https://play-lh.googleusercontent.com/uEP_bZBcJY0PUoQfiWL1KqrQ3sf07ajKMk0XovoWoahviDiomQtRignP5sPgKlttWCE,"Practice with native teachers, video calls, and simulated interactions."
com.earlystart.android.aispeak_screenshot_2,com.earlystart.android.aispeak,https://play-lh.googleusercontent.com/jVrJhq0V5bAWRqqV_EJcVZTCB79XOq_eoogkcpw-JXq8sKD_1KlFNNvbR4zU_pTx8w,AI-powered pronunciation improvement tool for learning and practicing language skills.
org.pbskids.video_screenshot_0,org.pbskids.video,https://play-lh.googleusercontent.com/BljDLuLzmxxoKquQNMciimMe2mdqGTIJwU0E_ns7c8XU7FZRxDe0cakodH1PEwpGOxE,"PBS Kids app offers 1000+ educational videos in English and Spanish, with colorful characters and quizzes."
org.pbskids.video_screenshot_1,org.pbskids.video,https://play-lh.googleusercontent.com/m_YLfcdP42Pupiz3YfK3flPhgPjxYincgn09a3xOA9v2bOWg1LYqhMHbHvV1C8xdrw,"Discover new shows, learn with interactive quizzes, progress indicators, and progress tracking."
org.pbskids.video_screenshot_2,org.pbskids.video,https://play-lh.googleusercontent.com/Ektur4PnDQeJ_cZfJJreZbpSGX77KhvqTHDF0FSi5FurBGrCxgiKAUTs1KdbQ4Um6heu,"Stream or download educational content, watch anywhere."
co.learnol.lezse_screenshot_0,co.learnol.lezse,https://play-lh.googleusercontent.com/o76yRw2hWEuDhlBoBd5D_E4u9bR5QlRI2s2RnngtJqOCFcq2fy8Nr7_A_s3sWeWxqQ,Resultant Civil: Faculty-Driven Platform for Civil Engineering Learning
co.learnol.lezse_screenshot_1,co.learnol.lezse,https://play-lh.googleusercontent.com/gBkFwbUmTRJ3VjMIYXMdaXOJhY537arCjZ1uIR2giFyIr0cV3FfzrlOWG8u5uSK3wf5Y,"""Vision 2025: A Comprehensive Course for GATE & ESE Civil Engg, with Live Classes, Chapter-wise Study Notes, and Mock Tests."""
co.learnol.lezse_screenshot_2,co.learnol.lezse,https://play-lh.googleusercontent.com/c4qZAGQQWzLob-FX2A9gV5AQo6_u8MryYxFk4-0wIfH82QZHXY02YXZvibGhLD1bAcA,"Educational app for GATE & ESE, offers courses, quiz types, progress indicators, learning modules, audio practice, and streak tracking."
com.saleh.pharmanursing_screenshot_0,com.saleh.pharmanursing,https://play-lh.googleusercontent.com/xsr801zkjx5Qu8YAkdZxjaI193T5azNprJBszKXK1UClYHVbCepyr_haIjuqct1cxHHy,"This app offers pharmacology tips, mnemonics, quizzes, dosages, and more, with a focus on specific topics like antidotes, drug levels, and nursing precautions."
com.saleh.pharmanursing_screenshot_1,com.saleh.pharmanursing,https://play-lh.googleusercontent.com/ZnGPMAxMI8On1D4rBZA8MSi8WfWds1BXwJrhMxGxRsV3J3JgEUg8-6wXz6auzpVbzQ,"This mobile app offers educational tools for medical professionals, including quizzes, exercises, progress indicators, learning modules, audio practice, and streak tracking."
com.saleh.pharmanursing_screenshot_2,com.saleh.pharmanursing,https://play-lh.googleusercontent.com/wHMP9pat_d-Hoxs07ZRB3j5a_Np43UL3m5Fnx2V7uoHbwoL6FBPvXoWDxGHSEWjz0Gib,"Nursing Pharmacology Tips app offers pharmacology tips, mnemonics, dosage calculations, and pharmacology exams."
pl.beespeaker_screenshot_0,pl.beespeaker,https://play-lh.googleusercontent.com/JEtAvxyMY_XZ0lzAdUT6XDOk1p0jU6nQiKyydJOfkulsOm4N1H5ZkRGBfynPymRTOpMCp4lqwJr9qXxoX7WE,"BeeSpeaker app helps you learn and speak English by providing interactive exercises, quizzes, and progress tracking."
pl.beespeaker_screenshot_1,pl.beespeaker,https://play-lh.googleusercontent.com/B0Aiq9scJMby9pppaY1Z1H-lKUeTD4JOEQi24s0FKeEpj72HRblaQQBbY8NL-2pTebJbjtOZEhJ_jWDIrdxJnQ,"""Effortlessly learn English with interactive quizzes, exercises, and progress tracking."""
pl.beespeaker_screenshot_2,pl.beespeaker,https://play-lh.googleusercontent.com/VP5xo3Q5JhDo_r1cdPPGbRPUbQTO8rmi8LZeif88jivjk-yJd7hxfIhKE5KgWYnEPWKa3baIjk97-m_2QwQRjw,"This app allows users to generate up to 1,000 words in English per day, featuring quizzes, exercises, progress indicators, learning modules, audio practice, and streak tracking."
bebi.family.games.dino.world_screenshot_0,bebi.family.games.dino.world,https://play-lh.googleusercontent.com/pnL4N9KQx1OCDUV3vD2rpTjpIbWiYEmo10WwLxyyF5NcfLkgcHmO04czUZN8CyfysHb2bJ7MESOuBeihPmZs,Discover Dino Life - Learn about dinosaurs with interactive quizzes and exercises.
bebi.family.games.dino.world_screenshot_1,bebi.family.games.dino.world,https://play-lh.googleusercontent.com/OZJYZdU85xy5AOXFc31lneHjvhp4-4u8DURyiemg_B48feb0xdYcGHsNpJIuUZmNmkpd4RrJimBkkVkoIbAm5A,"Solve dinosaur puzzles, generate quizzes, progress indicators, learning modules, audio practice, streak tracking."
bebi.family.games.dino.world_screenshot_2,bebi.family.games.dino.world,https://play-lh.googleusercontent.com/RnEMAELYwQkMGPqY1VKtENUwLj3m08n49K46mRAQ_AVFS04Vig5ARUs1ZOHvHi2RwPUGfuprqntgnHXqrtuSqg,"""Dig & Find Fossils: A Dinosaur Digging Game"""
com.shah.Pharmacologyexam_screenshot_0,com.shah.Pharmacologyexam,https://play-lh.googleusercontent.com/JtaDc_cV5aPUpovv7heayYRiXDgJMbUHY7lneKbPjX-SHNDuDTKihIdDp2TnqKNF8j0,Navigate through 10 to 400 question quizzes in Nursing Pharmacology NCLEX.
com.shah.Pharmacologyexam_screenshot_1,com.shah.Pharmacologyexam,https://play-lh.googleusercontent.com/TrEavNWpY1oqjCm0TOZc7z9O_RF5ki7-n2rZ6zfLfGQIVORR3CWQpe7v6-UOvlOIZg,"This mobile app offers quizzes for nursing pharmacology NCLEX, with varying question counts from 40 to 1000."
com.shah.Pharmacologyexam_screenshot_2,com.shah.Pharmacologyexam,https://play-lh.googleusercontent.com/uOTeR6iZZusu986KDzH9OHWbCLzctWuxGo0AYjama0J0SugvsBR7sxA9VW6QVJVGQwxm,A quiz app with a question about malaria treatment and options to select the correct answer.
com.apjsoftwares.itquiz_screenshot_0,com.apjsoftwares.itquiz,https://play-lh.googleusercontent.com/bs2jAM_2ekjOBPZw2YqICBh210PRlb3sarkaEXAo4BrwZd2jCXM33M4edJTFAiCCqqDK61nqgKK2PK9LRrWL,"This mobile app features a leaderboard, quiz zone, and battle of the day."
com.apjsoftwares.itquiz_screenshot_1,com.apjsoftwares.itquiz,https://play-lh.googleusercontent.com/kYC8-QjyKYYVWe42XcX-u6sGSAn9yblfGzF-Mkxw2iGPeYfgi3Ck9v92DbL_2SsGJ8AWqHgdqeKOzA6gfCwK9w,"Quiz Zone offers PHP, Java, Python, C programming, Laravel, C++, and Data Structures quizzes with progress indicators and subcategories."
com.apjsoftwares.itquiz_screenshot_2,com.apjsoftwares.itquiz,https://play-lh.googleusercontent.com/Pgyua_hFnlq6iwfC9RI2CCdGavyQRru780GKPfsDEU4WCiXkDYewmjfyXd6VH_hxD3Iclo_HmTQ88eV4rBmuzQ,"This mobile app offers Java learning modules with quizzes, exercises, progress indicators, and learning modules."
com.topquiz.nclexrnquizquestions_screenshot_0,com.topquiz.nclexrnquizquestions,https://play-lh.googleusercontent.com/zwC5RrUM50kCJg-D6o5CYcmg49msTcmfvBWz6CE89RtkYzT-IpQBjjcxJYc_lJRDKH8,NCLEX RN Exam Questions Test provides NCLEX-RN practice tests and study materials for nursing students.
com.topquiz.nclexrnquizquestions_screenshot_1,com.topquiz.nclexrnquizquestions,https://play-lh.googleusercontent.com/dJyjMJ6x976j81DvPou8LhUYL83UgXhJAHBsgr0jty-_jtEE-3TrqiJ6dyE7916UOGA,"NCLEX RN Exam Questions Test: 10 chapters, 2 practice tests, progress indicators, learning modules, audio practice, streak tracking."
com.topquiz.nclexrnquizquestions_screenshot_2,com.topquiz.nclexrnquizquestions,https://play-lh.googleusercontent.com/jhgQ0XXB_XdQ1VM3mOwRFme9J_ix2otUd-UaSfsk448niQPGM-RZsPfoO4899BRmjw,"This mobile app provides educational quizzes on nutrition, with a focus on frequent diarrhea stools."
com.learnyland.codeland_screenshot_0,com.learnyland.codeland,https://play-lh.googleusercontent.com/6EhXC4tkS5wd0f8F_YXKG3XRRTjYRT_-qIGPp-xrs8wLxLONq5tBtSOWIHxPKQNkokw,"""Learn coding with interactive puzzles and quizzes, progress tracking, and a fun, educational experience."""
com.learnyland.codeland_screenshot_1,com.learnyland.codeland,https://play-lh.googleusercontent.com/_EjJVKN1-YqVvKgnmGf7gWL2XTgswHYGU-Puf0Jrd-ccKVsFAshN-0aoO6XHewikyQ,"This mobile app offers a vast collection of educational games, including quizzes, exercises, progress indicators, learning modules, audio practice, and streak tracking."
com.learnyland.codeland_screenshot_2,com.learnyland.codeland,https://play-lh.googleusercontent.com/X9gBBrbQrn_0VR5TbMJDFPn-4N7P_0FxVmh1E0yrAxqvr2D9iRgKP8_yqb8mU9BL5zKq,"This mobile app offers a range of educational tools, including basic to advanced levels, quizzes, exercises, progress indicators, learning modules, audio practice, and streak tracking."
pp.hesi_screenshot_0,pp.hesi,https://play-lh.googleusercontent.com/54yojGmM95czjWFb5hc55cqXmd-3Q_4jnSuayKzJwD3ntP409D-PR4i56ukQSZwtIQ,"This mobile app offers over 1200 practice questions for exam preparation, with quiz modes including random 10 questions, missed questions quiz, and collected questions quiz."
pp.hesi_screenshot_1,pp.hesi,https://play-lh.googleusercontent.com/MwsJO73cKHWrO4si8ET1Gaz4WQuLOO3KUAIoMKCkWZ79dZiiG6Z2x2Gv3qTnly2PX8Q,"Educational app with quizzes, detailed explanations, and progress tracking."
pp.hesi_screenshot_2,pp.hesi,https://play-lh.googleusercontent.com/7l3V67Wo1TUHSGbrctuEvj6yWW84mqH6FTTS91zNwxsK1Nb0I9J4lyR9OFOX4qMpWiE,"This mobile app provides full subject classification, including progress indicators, learning modules, audio practice, and streak tracking for educational quizzes."
com.Gen.YOURSMARTKID_screenshot_0,com.Gen.YOURSMARTKID,https://play-lh.googleusercontent.com/2rkLyk2YqljtbmLvJwru0ydd5-cDd4Z0g972-lhmnnIIwQ1NE2xFyA7De26MGfRAVB8,Keiki: Learn English with fun animals and quizzes
com.Gen.YOURSMARTKID_screenshot_1,com.Gen.YOURSMARTKID,https://play-lh.googleusercontent.com/vpIIFKOzk5k0eubuJvfpsG9IZqKc2LW12raORs_A-tSonmpnS2o5G1Gu8P8sAcsuRLc,"This app offers a comprehensive range of educational tools for preschoolers, including memory, imagination, colors, shapes, fine and gross motor skills, alphabet, numbers, problem solving, logic, attention, confidence, and ability to focus."
com.Gen.YOURSMARTKID_screenshot_2,com.Gen.YOURSMARTKID,https://play-lh.googleusercontent.com/-i6mhJUg_ClaSLn3Z_1eCqUDlk9oeXVglEquYEdJB_1LVWGYOr4ousp4-CUflho-eo1E,"This app offers educational printables and worksheets for basic skills assessment, preschool preparation, and animal puzzles."
com.mcat.flashcards_screenshot_0,com.mcat.flashcards,https://play-lh.googleusercontent.com/wtie6dQd5svSD6g4XPc5ulJyZxLB9_jFctOkXN3xBgnji7kheuNSB6_DMV7AEDKPSp2Jto_9uPs_JfIzVPMPtg,"This app offers MCAT practice with quizzes on Biology, Chemistry, Psychology, and Behavioral Sciences."
com.mcat.flashcards_screenshot_1,com.mcat.flashcards,https://play-lh.googleusercontent.com/xeNGDjDsslEjEqoX4P5XSKg5xm2MlKn_FgQSG2ZzH4bsX48BdmMRsIqxN4ntX9IC50Hfhr-mAlaZqm-B4ijCer0,"""Learn biology with 3000+ quizzes and exercises, including DNA replication, protein synthesis, lipid metabolism, and cellular respiration."""
com.mcat.flashcards_screenshot_2,com.mcat.flashcards,https://play-lh.googleusercontent.com/cMzq2hkFG3WRFw0DMc0sCEirU6uWzH0KJ_I5l7T3vGceCMysrWrFd9FmaEqGFRr4jVDnJ6DQ7XVj7exUAbmc,"This app offers unlimited mock exams for MCAT preparation, simulating real exam conditions with weighted random selection and comprehensive coverage of MCAT content."
cz.magiceducation.mathmage_screenshot_0,cz.magiceducation.mathmage,https://play-lh.googleusercontent.com/nvaacbfl-xAtKy6q-5eD-uTEQCQIki0fv0hR3ByqMgewNm9OCNKjZ9sUKjMetpj1Ih0,"Wizard in a book, teaching math to children"
cz.magiceducation.mathmage_screenshot_1,cz.magiceducation.mathmage,https://play-lh.googleusercontent.com/4IQ7wUhMrqNBz5NqKoZgKHKHkr6yK7ltlBPehFY7NRpNh0eCTVg8DAhZRUm1iuWaxL4,"""Mathmage's Castle: Are we going to start the journey?"""
cz.magiceducation.mathmage_screenshot_2,cz.magiceducation.mathmage,https://play-lh.googleusercontent.com/MI9yHYeUTAdXkNCLKaj1Q-ZpjUi26hOuGLHTC3gKhD61MyQU6m1o_kwCnTOgKyRNf6Sw,"A mobile app with a game-like interface, featuring characters floating in the air, a bridge, and a moon. The screen shows a control panel with navigation buttons and a progress indicator."
com.mobisystems.msdict.embedded.wireless.oxford.oxfordchemistry_screenshot_0,com.mobisystems.msdict.embedded.wireless.oxford.oxfordchemistry,https://play-lh.googleusercontent.com/zH-lTjsv8R3PxHAG-_9vbKfOSTYuNLUd9J_dSjsexv8vasRpDFNwvpHHfO5rR3H1tlZ9,"A mobile app screenshot with a blue header, white text, and a search icon."
com.mobisystems.msdict.embedded.wireless.oxford.oxfordchemistry_screenshot_1,com.mobisystems.msdict.embedded.wireless.oxford.oxfordchemistry,https://play-lh.googleusercontent.com/uidroAyhoJvKVC7rLK42bNB-E0xqqGGGKdG1Sg8q3VaiBZa2-FJ4IpLwXXOixn8uzhk,"Oxford Dictionary app with search bar, suggestions, and keyboard."
com.mobisystems.msdict.embedded.wireless.oxford.oxfordchemistry_screenshot_2,com.mobisystems.msdict.embedded.wireless.oxford.oxfordchemistry,https://play-lh.googleusercontent.com/55TmBIjl6PfiMYF0lmrd-RJhI-GavsCUDmXZZH5iPRBwwOnBkkC1d6wVfnlr8Xp1S7M,"Oxford Dictionary app with offline mode, recent words, and rate and invite features."
com.sinyee.babybus.cube.global_screenshot_0,com.sinyee.babybus.cube.global,https://play-lh.googleusercontent.com/J-PCOObbGvASd8aDbde4mK-hgLNzxL7jPwuEXS2o0rSGMsm9DX7lZZ5-JDNCyPlGzCA,"""DIY Fruit Popsicles: Fun Cooking Game for Kids"""
com.sinyee.babybus.cube.global_screenshot_1,com.sinyee.babybus.cube.global,https://play-lh.googleusercontent.com/yMXp3ILLw_a9BWyyxxOpguuOX3V_ORPekLfmleWE-9t2aJG92cEAAPxWFjXZz0tvEg,"""Arrest the Thief"" is a fun, educational game where you help a panda catch a thief in a city."
com.sinyee.babybus.cube.global_screenshot_2,com.sinyee.babybus.cube.global,https://play-lh.googleusercontent.com/PinQXMItdYJ7wJ-QYuWxKISHNRIDtMhqHuo_bF46rfS4uCKjAxeaVS-mxlUydAwPhu8,"""Hand care and manicure simulation game with nail art tools and progress indicators."""
com.matsur.mikabook_screenshot_0,com.matsur.mikabook,https://play-lh.googleusercontent.com/T3WUvQgtnnM17pk0ROHISzSMqaz-3r8QivtlNfPys6-t8kA9ro7z2QbhTQLfhFZK8SM,"Educational app for kids with interactive books, quizzes, and progress tracking."
com.matsur.mikabook_screenshot_1,com.matsur.mikabook,https://play-lh.googleusercontent.com/Ae3BbuLj5IP9ICPTNYeImt85h2mkAu6Y2GbK9nyapFMbruEDzQltR0QeULTda6YrfM2h,"""Bedtime Routine"" app features a bedtime routine with a cute character and a sheep, offering a fun and educational way to wind down before sleep."
com.matsur.mikabook_screenshot_2,com.matsur.mikabook,https://play-lh.googleusercontent.com/z7mM3KUfy50zNi08ivbLuoHfzduRj4vZUFwz5gC33_cCKPA-mSwqHgyuM6vznnxywRj8,"Engaging stories, interactive learning modules, audio practice, progress indicators, quiz types, exercises, streak tracking."
de.scoolio.lite_screenshot_0,de.scoolio.lite,https://play-lh.googleusercontent.com/foV3BBxqbzQlblf5gxggsO-FR5KgmBiN7BGaQRv5iTXjMC73lNsSiCo5TafLAeE8pEA,"This mobile app offers a comprehensive learning aid for school life, including a daily schedule, progress tracking, and customizable learning modules."
de.scoolio.lite_screenshot_1,de.scoolio.lite,https://play-lh.googleusercontent.com/MV8ex6WLjgU6UKKZKTjmFh2XIF6U11ske2hCjryuZ4HEUK9vdWAFOvWyNyWKa6Cpv8w,"AI-based learning aid for school knowledge, quizzes, exercises, progress indicators, learning modules, audio practice, streak tracking."
de.scoolio.lite_screenshot_2,de.scoolio.lite,https://play-lh.googleusercontent.com/Iq3zZNFmF32IV__qVU9lznHY8g61nrGB9sv_HwXPLNTZ8hF0d7d4iKJXE8L5xRGrWVsm,"""Quiz to close knowledge gaps in 8th-grade biology"""
com.academycamp.app.anaphyhb_screenshot_0,com.academycamp.app.anaphyhb,https://play-lh.googleusercontent.com/ToYg82_KRfoYHf-KjhP1u50asnOFYToikzUV981gxVGAiQpsDKQUQqt3swjpuq2W7ZaR,"Anatomy and Physiology Handbook app provides educational tools for learning anatomy and physiology, including quizzes, exercises, progress indicators, and audio practice."
com.academycamp.app.anaphyhb_screenshot_1,com.academycamp.app.anaphyhb,https://play-lh.googleusercontent.com/0v9651yuV3mz6xoMDP7RtKbAhKSIPTPDJZ0uDVDxxQ2iBVKKO07PuwVl1xNADdl9eVs,"""Hydrogen bonds in DNA: Key structural feature of biological macromolecules."""
com.academycamp.app.anaphyhb_screenshot_2,com.academycamp.app.anaphyhb,https://play-lh.googleusercontent.com/65yoVbzCg_RJcdYTpM8WXCeXxYFOihic_jNqdK5v6d55BS6BuutvShVQvf9JdYzFXdM,"This mobile app offers advanced settings, font options, and customizable scroll modes for educational content."
com.siembra.parent_screenshot_0,com.siembra.parent,https://play-lh.googleusercontent.com/_wZ_8_s_H7FReCf3XwORs0_AFWgR1wYblsFZTSuxuzHaYGar9RBfRunr6lbJRshD5sMX,"""College Connect app for connecting to college degrees or certificates."""
com.siembra.parent_screenshot_1,com.siembra.parent,https://play-lh.googleusercontent.com/XQYKjM2Pj4Nb8IgTw2Ctvukfim6LlWJ7yzJKEbRyPkLnbpamC1nOPY5xuO-esDg1GaAe,"""College Connect app for students, featuring a tree icon, progress indicator, and learning modules."""
com.siembra.parent_screenshot_2,com.siembra.parent,https://play-lh.googleusercontent.com/UrlT22Fv6Aq2lYq1wd5P5OhPDotPt1Dqa7NT83exfH1L-vliZ8VihLJm32IREIN5SnA,"""App screen showing goal progress, progress meter, and congratulatory message."""
com.zebraacademykids.pedia_screenshot_0,com.zebraacademykids.pedia,https://play-lh.googleusercontent.com/q4L_iRWr3pHH0WoZ7J4REvCS8ZcRMYCYI4J3u6qOBbvCeFEwRsSrSlnwhEq7Hq_fk-j990VnMuFVGE5AS_E4xw,"Discover, Learn, and Grasp Science with 3D Lessons and Interactive Quizzes for 5-12 year olds."
com.zebraacademykids.pedia_screenshot_1,com.zebraacademykids.pedia,https://play-lh.googleusercontent.com/hIfqx2e4fV86Z6HPGvcg6p4e-h_LHQcgAqn5VTd40Z35CygSONTWm_ELEwTDyr9FYROhb1dHt5o4b_rb8Kb-sG0,"This mobile app offers immersive, effective, and trustworthy educational tools, including quizzes, exercises, progress indicators, learning modules, audio practice, and streak tracking."
com.zebraacademykids.pedia_screenshot_2,com.zebraacademykids.pedia,https://play-lh.googleusercontent.com/_wADLCkSD5L-V5ksSwkdYrpEWwXjWjm7BR9EIF0Zqs3GrdF36tLt6PVNozNSiAqhyr8QC3E2oy68DO4Y2BiP3hI,"This mobile app offers a diverse selection of NGSS-aligned educational content, including quizzes, exercises, progress indicators, learning modules, audio practice, and streak tracking."
com.medpresso.Lonestar.pktanatomy_screenshot_0,com.medpresso.Lonestar.pktanatomy,https://play-lh.googleusercontent.com/SH2eLo3OrLYfWlT7DJDx3aK3I6invD3jjv0rSW76dKKGEzlDZvpw5_Ht3i_taCg-H-8,"Pocket Anatomy and Physiology app with history, MedBeats, and search functionality."
com.medpresso.Lonestar.pktanatomy_screenshot_1,com.medpresso.Lonestar.pktanatomy,https://play-lh.googleusercontent.com/SAzFjilVPKl_1na1JVXQx3KQ3VQmKi-gpIP6IEIyXcYXT394OMEw9mUjLG8zaO6jiQ,Select index type for educational tools.
com.medpresso.Lonestar.pktanatomy_screenshot_2,com.medpresso.Lonestar.pktanatomy,https://play-lh.googleusercontent.com/xZ3bSiFFkcYk2hKipDEsc8XjT0xMjTrsNZcKACiObSCeM8g8Xa-VVb_Eu2CnRDs7GC4,"""Cellular biology app provides detailed information on cells, tissues, and their functions."""
cst.exam_screenshot_0,cst.exam,https://play-lh.googleusercontent.com/OQBR1f0ydJ2sUybM9pY4_d9adDu_J5NJTkIkZN5EcAL2TjVXj1rAj09G31OKKrDUJ7pRfz611fmCuU9Nk_ph,"""Learn and Pass Your AST CST Exam with Interactive Quizzes and Progress Tracking"""
cst.exam_screenshot_1,cst.exam,https://play-lh.googleusercontent.com/GFMGF9Td1rXHgQjPBWpldEKWIw0t38Mp4wYoews1_G0NZoZ4jjtZn5-hBPfBY7fBnbzM,"This mobile app offers a 70-day countdown timer, daily progress updates, and a 98% correct learning module."
cst.exam_screenshot_2,cst.exam,https://play-lh.googleusercontent.com/J_w2SZiurdyarOqria4Hl4n5j_QAEUbs9bm2_TV8YL-gKq5gE0J7huz9EBTzTGr4WfK8,"""Medical Education App: Daily Progress Tracker, Practice Tests, Learning Modules"""
com.oup.elt.oevt_screenshot_0,com.oup.elt.oevt,https://play-lh.googleusercontent.com/7crCuUkkBOiZ3OjEkUfQlUuXawW-dbAIegNIivPKflUNHr3J7SnSicEYrgn2WrrX7vo,"Learn vocabulary from Oxford English course, practice quizzes, audio exercises, progress indicators, learning modules, streak tracking."
com.oup.elt.oevt_screenshot_1,com.oup.elt.oevt,https://play-lh.googleusercontent.com/5FiRxQKDUkdjQWBWLITPhlJNsKsj7Iln43T94106sM2FJFz2gxzp5F5m9zZrjXN_UC4,"This mobile app offers a variety of exercises and quizzes to practice German vocabulary, with progress indicators and streak tracking available."
com.oup.elt.oevt_screenshot_2,com.oup.elt.oevt,https://play-lh.googleusercontent.com/HT2pTmO6p2gct8simxMaEKbs0h4JasgGUv2CZFG6W_iwleKm1Lsbitk0SfGdup7qlKA,"Challenge others to a LiveMatch, win a bonus, and play again."
cpp.learncpp.learn.cppx.coding.cprogramming.cpp.tutorials.codingx_screenshot_0,cpp.learncpp.learn.cppx.coding.cprogramming.cpp.tutorials.codingx,https://play-lh.googleusercontent.com/nbiFbwdAsnLMUIDTRTFRcBWY63AymhTVbevnWDLq1dpFwB8QAVIqPnBXR5JnJyMrTAqI,"C++ courses tailored for job readiness, with quizzes, exercises, progress indicators, learning modules, audio practice, and streak tracking."
cpp.learncpp.learn.cppx.coding.cprogramming.cpp.tutorials.codingx_screenshot_1,cpp.learncpp.learn.cppx.coding.cprogramming.cpp.tutorials.codingx,https://play-lh.googleusercontent.com/cNdHL4cyGi5ZkfcXnM9slANFoRyJg9SoHaqxVBP-ihx38Mmed8MFWzSw6RqfWK0GZ_8c,"Learn C++, build a career, courses, certifications, progress, streak, audio practice."
cpp.learncpp.learn.cppx.coding.cprogramming.cpp.tutorials.codingx_screenshot_2,cpp.learncpp.learn.cppx.coding.cprogramming.cpp.tutorials.codingx,https://play-lh.googleusercontent.com/iaLc3t4CPCKd_EVH4K_kplk2J08vOxRw93ZMvUPOwWVU4sG3OPevcUuUXPhIuuOfGQ,"""Verify your achievements and share them on LinkedIn with this app."""
com.getepic.Epic_screenshot_0,com.getepic.Epic,https://play-lh.googleusercontent.com/H7fFd8hSjg1hQN0AdDr3uObQlKiSNZOQpxyxOrg4N70ghfejhf1E18Nl0OGnaWEZRLf3,"Epic app offers educational tools like quizzes, exercises, progress indicators, learning modules, audio practice, and streak tracking."
com.getepic.Epic_screenshot_1,com.getepic.Epic,https://play-lh.googleusercontent.com/vBg2QNY_BNjVUe8zSMZq9SWUXae0PTBOcLpdbSUZE25wFLU4gDCTKVkXkrTng6deYKg,"This app offers a vast collection of educational content, including 40,000+ high-quality books and videos, with quizzes, exercises, progress indicators, learning modules, audio practice, and streak tracking features."
com.getepic.Epic_screenshot_2,com.getepic.Epic,https://play-lh.googleusercontent.com/o0MWqVPUnC7DabGgFML9_7VTNBe1o2n_Mu4du2wVYJdsF7DY_KJHmmxwMoF4-KtlDNc,"""Read-To-Me books let kids read on their own at any level, with progress indicators and audio practice."""
com.aleosapps.QuizzAppEPPP_screenshot_0,com.aleosapps.QuizzAppEPPP,https://play-lh.googleusercontent.com/ZAdgbZdosknki9-gx4wbH5WD5kw9CoDdhhByG3U5mNv6TiCZGG47Gg5S6EVAJfMX242n5bIeJIQ0qYwcL03Fz7g,"EPPP Exam Prep offers 1200+ questions, 14 subjects, and a 2026 guidelines simulator."
com.aleosapps.QuizzAppEPPP_screenshot_1,com.aleosapps.QuizzAppEPPP,https://play-lh.googleusercontent.com/0REBQerVZifHqrpbSs8JrRK56dbSJDnLc-Msu4TCnRPLJdjGdkz3U94F_6algXLIU-VVLRwShhHzqxnqbhet6V4,Quiz Yourself: Practice with real exam-style questions
com.aleosapps.QuizzAppEPPP_screenshot_2,com.aleosapps.QuizzAppEPPP,https://play-lh.googleusercontent.com/VqQpVMRthuTMpNQ0wBJ7F6IBjIUk63aNgfOwFNzLOhpBshOAkQN9VvCpvySXif_3qZFLIfkqRu8u0AoV2MtOe4M,"Review answers, check quiz history anytime."
com.excelpracticetest_screenshot_0,com.excelpracticetest,https://play-lh.googleusercontent.com/mj9EHo58VHfDEL7AEd2hGuATK3mFzVAceVOT7qOH_kHOqjj4UKyX3ZGJOYTNN08C9ioyE50D4Na3ne_XSo1F,Excel Online Practice Test: Master the Exam
com.excelpracticetest_screenshot_1,com.excelpracticetest,https://play-lh.googleusercontent.com/EIPGbMLno1pQYol-dIQ6yffy9yBeSpzxDdXZS0pjEM6zBoYWDekU9B_vnuCPgnk2WTv_r3FVYKcn1s0wMvZl3Q,"Excel Practice Test: Excel Certification Practice, Excel MCQ Questions, Excel Trivia"
com.excelpracticetest_screenshot_2,com.excelpracticetest,https://play-lh.googleusercontent.com/_6bK2oWrLxRf6iMTgKVEGiwMMI4mg5q8NyL9fLgYD5xeWoRl3klIlxO_Z854pPxL87y9Sb9_DFlmvusQiFibTy4,Excel App: 99% Exam Readiness with Core Educational Tools
com.sukron.listenV2_screenshot_0,com.sukron.listenV2,https://play-lh.googleusercontent.com/JRA2npdCdTS10BN4lxBntZDksFxo8vXLzOirLlacYCWyFh_0VxBEyr1YGmO8x9yFi55i,English Listening Quiz: Learn Indonesian Vocabulary
com.sukron.listenV2_screenshot_1,com.sukron.listenV2,https://play-lh.googleusercontent.com/iM8MfW_ky2FN1CQTUipPMXbhGh7se7POuzfqpLYsSMEAl78OEz4Wnu6cxGljiQcKTMc,"This mobile app offers English and Indonesian audio insects for learning, with a list of insects and their names."
com.sukron.listenV2_screenshot_2,com.sukron.listenV2,https://play-lh.googleusercontent.com/3BKyE49tzY-N6IFtcymoXn3--6ujS7kEaHgog31odAuzvkCEdayyLo-1i-bugaHQkeI,"This mobile app offers audio practice for learning animals in English and Indonesian, with a progress indicator and streak tracking."
com.ignapps.com_screenshot_0,com.ignapps.com,https://play-lh.googleusercontent.com/1kV2_0wRwuRzlWCCziiscF3fHIhJ172MWX8Ny7EJiTKJxWaPu48bSJvfFKlTAxTRmACVazVrE_z7JKGSr8lW2w,"""Discover global events, enroll in life-changing opportunities, and track your progress in this educational app."""
